vehicle_id,zone,vehicle_type,battery_capacity_kWh,registration_date
EV-02755,Electronic City,2W,3.3,2024-10-30
EV-02756,Electronic City,2W,3.1,2025-01-14
EV-02757,Electronic City,2W,2.3,2024-11-19
EV-02758,Electronic City,4W,66.5,2024-11-27
EV-02759,Electronic City,3W,6.0,2024-04-01
EV-02760,Electronic City,2W,3.7,2024-06-28
EV-02761,Electronic City,2W,3.7,2025-02-26
EV-02762,Electronic City,4W,37.4,2025-02-07
EV-02763,Electronic City,2W,2.9,2025-03-18
EV-02764,Electronic City,2W,3.7,2024-06-18
EV-02765,Electronic City,4W,54.8,2024-09-05
EV-02766,Electronic City,3W,8.4,2024-11-17
EV-02767,Electronic City,4W,46.6,2024-10-14
EV-02768,Electronic City,3W,8.7,2024-07-06
EV-02769,Electronic City,3W,8.7,2024-08-06
EV-02770,Electronic City,2W,1.9,2024-07-16
EV-02771,Electronic City,2W,2.2,2024-05-25
EV-02772,Electronic City,2W,1.9,2025-01-06
EV-02773,Electronic City,2W,1.9,2023-11-10
EV-02774,Electronic City,2W,1.7,2024-09-22
EV-02775,Electronic City,3W,5.4,2024-08-15
EV-02776,Electronic City,4W,60.8,2025-02-03
EV-02777,Electronic City,4W,72.9,2025-01-31
EV-02778,Electronic City,3W,5.2,2025-01-17
EV-02779,Electronic City,3W,6.9,2024-10-28
EV-02780,Electronic City,4W,36.7,2024-01-27
EV-02781,Electronic City,4W,48.9,2024-12-08
EV-02782,Electronic City,2W,2.4,2024-05-07
EV-02783,Electronic City,4W,32.5,2024-08-19
EV-02784,Electronic City,4W,65.1,2024-05-10
EV-02785,Electronic City,2W,1.8,2025-02-17
EV-02786,Electronic City,2W,2.5,2024-01-08
EV-02787,Electronic City,3W,8.1,2024-09-04
EV-02788,Electronic City,4W,63.8,2024-08-29
EV-02789,Electronic City,4W,32.8,2024-11-23
EV-02790,Electronic City,2W,1.5,2025-01-17
EV-02791,Electronic City,2W,3.9,2025-01-12
EV-02792,Electronic City,4W,58.6,2024-12-29
EV-02793,Electronic City,4W,32.6,2024-05-10
EV-02794,Electronic City,4W,53.6,2024-10-10
EV-02795,Electronic City,4W,40.1,2024-07-04
EV-02796,Electronic City,2W,3.6,2025-02-14
EV-02797,Electronic City,3W,5.3,2024-07-29
EV-02798,Electronic City,4W,72.7,2024-06-09
EV-02799,Electronic City,3W,5.4,2024-05-30
EV-02800,Electronic City,3W,6.9,2025-01-18
EV-02801,Electronic City,2W,3.4,2023-10-19
EV-02802,Electronic City,2W,1.9,2025-01-31
EV-02803,Electronic City,2W,2.6,2024-05-15
EV-02804,Electronic City,4W,38.3,2024-03-07
EV-02805,Electronic City,2W,3.5,2025-02-20
EV-02806,Electronic City,3W,5.5,2025-02-13
EV-02807,Electronic City,2W,2.6,2024-11-21
EV-02808,Electronic City,4W,55.9,2024-10-08
EV-02809,Electronic City,2W,2.3,2025-02-02
EV-02810,Electronic City,3W,8.2,2024-06-04
EV-02811,Electronic City,2W,1.8,2025-03-31
EV-02812,Electronic City,4W,64.6,2024-08-23
EV-02813,Electronic City,3W,7.3,2025-02-03
EV-02814,Electronic City,2W,2.4,2024-09-26
EV-02815,Electronic City,2W,3.8,2024-11-26
EV-02816,Electronic City,2W,2.1,2025-04-17
EV-02817,Electronic City,2W,3.7,2024-02-16
EV-02818,Electronic City,3W,8.1,2023-12-22
EV-02819,Electronic City,4W,32.3,2024-06-13
EV-02820,Electronic City,4W,59.0,2024-09-05
EV-02821,Electronic City,4W,64.1,2025-01-29
EV-02822,Electronic City,2W,3.3,2024-05-12
EV-02823,Electronic City,2W,2.3,2024-01-13
EV-02824,Electronic City,4W,38.4,2024-09-18
EV-02825,Electronic City,2W,2.1,2024-03-06
EV-02826,Electronic City,2W,1.5,2025-03-20
EV-02827,Electronic City,2W,3.1,2023-12-05
EV-02828,Electronic City,4W,53.9,2025-04-27
EV-02829,Electronic City,3W,9.6,2025-02-12
EV-02830,Electronic City,2W,2.7,2024-10-17
EV-02831,Electronic City,4W,43.7,2024-09-09
EV-02832,Electronic City,4W,51.7,2024-09-22
EV-02833,Electronic City,3W,6.9,2025-01-04
EV-02834,Electronic City,2W,3.2,2025-01-21
EV-02835,Electronic City,4W,58.1,2024-09-29
EV-02836,Electronic City,2W,3.9,2023-09-19
EV-02837,Electronic City,4W,74.9,2024-04-24
EV-02838,Electronic City,4W,72.6,2024-07-25
EV-02839,Electronic City,4W,34.1,2025-01-28
EV-02840,Electronic City,3W,8.5,2025-01-16
EV-02841,Electronic City,4W,44.9,2024-03-14
EV-02842,Electronic City,2W,3.3,2024-09-17
EV-02843,Electronic City,4W,50.7,2024-10-10
EV-02844,Electronic City,2W,3.3,2024-11-28
EV-02845,Electronic City,4W,65.9,2024-05-03
EV-02846,Electronic City,4W,71.8,2024-05-30
EV-02847,Electronic City,4W,47.5,2025-05-01
EV-02848,Electronic City,2W,3.7,2024-05-29
EV-02849,Electronic City,2W,1.8,2025-02-10
EV-02850,Electronic City,3W,8.3,2025-04-02
EV-02851,Electronic City,4W,45.2,2024-08-05
EV-02852,Electronic City,4W,55.7,2024-02-16
EV-02853,Electronic City,4W,67.0,2025-03-12
EV-02854,Electronic City,4W,59.3,2024-11-02
EV-02855,Electronic City,4W,73.6,2024-06-12
EV-02856,Electronic City,4W,74.0,2024-04-28
EV-02857,Electronic City,2W,3.5,2024-08-24
EV-02858,Electronic City,3W,5.4,2024-11-30
EV-02859,Electronic City,4W,42.5,2024-05-28
EV-02860,Electronic City,4W,67.3,2024-11-03
EV-02861,Electronic City,2W,3.7,2024-06-22
EV-02862,Electronic City,4W,41.2,2024-11-29
EV-02863,Electronic City,4W,58.4,2024-07-20
EV-02864,Electronic City,2W,3.9,2024-08-01
EV-02865,Electronic City,2W,1.9,2025-02-09
EV-02866,Electronic City,2W,2.6,2025-01-05
EV-02867,Electronic City,2W,4.0,2024-11-28
EV-02868,Electronic City,4W,44.9,2024-10-07
EV-02869,Electronic City,4W,34.2,2024-05-18
EV-02870,Electronic City,2W,3.2,2024-10-23
EV-02871,Electronic City,2W,2.7,2024-12-11
EV-02872,Electronic City,4W,65.1,2025-04-09
EV-02873,Electronic City,4W,59.0,2025-02-04
EV-02874,Electronic City,3W,10.0,2025-01-08
EV-02875,Electronic City,2W,2.4,2025-01-23
EV-02876,Electronic City,2W,3.8,2024-02-12
EV-02877,Electronic City,4W,70.7,2024-09-06
EV-02878,Electronic City,2W,3.9,2024-08-31
EV-02879,Electronic City,3W,7.5,2024-10-21
EV-02880,Electronic City,2W,3.5,2024-04-19
EV-02881,Electronic City,4W,38.6,2025-02-14
EV-02882,Electronic City,3W,7.4,2025-04-06
EV-02883,Electronic City,2W,3.7,2024-07-09
EV-02884,Electronic City,4W,67.0,2024-09-04
EV-02885,Electronic City,4W,36.3,2025-01-19
EV-02886,Electronic City,4W,53.7,2024-11-17
EV-02887,Electronic City,2W,2.0,2025-02-10
EV-02888,Electronic City,2W,1.9,2024-09-12
EV-02889,Electronic City,2W,2.2,2025-01-28
EV-02890,Electronic City,3W,9.7,2023-12-15
EV-02891,Electronic City,2W,1.5,2024-11-21
EV-02892,Electronic City,2W,2.5,2024-11-30
EV-02893,Electronic City,4W,44.9,2024-05-22
EV-02894,Electronic City,2W,2.5,2025-03-15
EV-02895,Electronic City,4W,72.5,2024-09-15
EV-02896,Electronic City,2W,3.8,2024-07-01
EV-02897,Electronic City,2W,2.0,2025-01-24
EV-02898,Electronic City,2W,2.7,2023-11-01
EV-02899,Electronic City,2W,3.6,2024-03-21
EV-02900,Electronic City,4W,58.6,2024-09-18
EV-02901,Electronic City,2W,2.1,2025-04-13
EV-02902,Electronic City,2W,3.1,2025-04-27
EV-02903,Electronic City,2W,1.6,2024-10-18
EV-02904,Electronic City,3W,6.9,2024-05-17
EV-02905,Electronic City,3W,9.2,2024-11-20
EV-02906,Electronic City,4W,43.3,2024-02-19
EV-02907,Electronic City,2W,3.0,2024-12-02
EV-02908,Electronic City,2W,3.7,2024-03-09
EV-02909,Electronic City,4W,42.0,2024-12-28
EV-02910,Electronic City,4W,50.5,2025-02-18
EV-02911,Electronic City,2W,2.5,2024-09-04
EV-02912,Electronic City,2W,2.4,2025-01-05
EV-02913,Electronic City,4W,42.2,2024-12-01
EV-02914,Electronic City,4W,74.3,2025-04-17
EV-02915,Electronic City,2W,2.3,2025-03-12
EV-02916,Electronic City,4W,32.0,2024-02-13
EV-02917,Electronic City,2W,3.9,2025-03-30
EV-02918,Electronic City,4W,46.1,2025-03-02
EV-02919,Electronic City,4W,73.3,2024-12-24
EV-02920,Electronic City,2W,3.3,2025-01-29
EV-02921,Electronic City,4W,51.7,2025-02-25
EV-02922,Electronic City,4W,30.8,2024-07-30
EV-02923,Electronic City,2W,2.3,2024-06-27
EV-02924,Electronic City,2W,1.9,2025-01-22
EV-02925,Electronic City,4W,31.5,2025-01-21
EV-02926,Electronic City,4W,32.0,2024-03-17
EV-02927,Electronic City,3W,5.2,2025-05-11
EV-02928,Electronic City,4W,62.1,2024-06-18
EV-02929,Electronic City,4W,63.4,2024-08-27
EV-02930,Electronic City,2W,2.7,2024-10-24
EV-02931,Electronic City,4W,74.9,2025-01-01
EV-02932,Electronic City,2W,3.7,2024-03-25
EV-02933,Electronic City,2W,2.5,2024-06-14
EV-02934,Electronic City,2W,2.1,2024-10-18
EV-02935,Electronic City,2W,1.7,2025-01-09
EV-02936,Electronic City,4W,52.9,2024-07-27
EV-02937,Electronic City,4W,66.1,2024-01-10
EV-02938,Electronic City,3W,8.4,2024-09-03
EV-02939,Electronic City,4W,70.4,2024-12-11
EV-02940,Electronic City,4W,61.4,2024-11-20
EV-02941,Electronic City,4W,43.9,2024-01-22
EV-02942,Electronic City,4W,56.1,2024-02-21
EV-02943,Electronic City,4W,54.6,2023-08-13
EV-02944,Electronic City,4W,65.5,2024-05-30
EV-02945,Electronic City,4W,64.6,2024-12-13
EV-02946,Electronic City,3W,8.6,2025-02-19
EV-02947,Electronic City,3W,6.7,2025-01-04
EV-02948,Electronic City,3W,7.1,2024-07-07
EV-02949,Electronic City,4W,54.2,2025-05-28
EV-02950,Electronic City,2W,3.2,2024-07-03
EV-02951,Electronic City,2W,1.6,2024-08-18
EV-02952,Electronic City,2W,2.1,2024-07-15
EV-02953,Electronic City,2W,2.2,2023-10-19
EV-02954,Electronic City,3W,6.2,2024-11-12
EV-02955,Electronic City,4W,57.5,2025-01-19
EV-02956,Electronic City,2W,2.5,2024-09-20
EV-02957,Electronic City,2W,1.6,2024-05-27
EV-02958,Electronic City,4W,74.8,2024-11-13
EV-02959,Electronic City,3W,6.2,2025-02-08
EV-02960,Electronic City,4W,71.2,2023-11-11
EV-02961,Electronic City,4W,47.3,2024-09-30
EV-02962,Electronic City,3W,6.3,2024-08-19
EV-02963,Electronic City,2W,3.2,2024-10-22
EV-02964,Electronic City,4W,63.4,2025-04-16
EV-02965,Electronic City,4W,39.6,2024-05-15
EV-02966,Electronic City,3W,8.8,2024-12-21
EV-02967,Electronic City,2W,2.0,2025-04-22
EV-02968,Electronic City,3W,5.1,2025-01-02
EV-02969,Electronic City,4W,33.1,2025-03-08
EV-02970,Electronic City,2W,2.0,2024-06-05
EV-02971,Electronic City,2W,3.0,2024-08-15
EV-02972,Electronic City,4W,38.7,2025-01-21
EV-02973,Electronic City,4W,52.1,2025-01-08
EV-02974,Electronic City,4W,70.7,2024-05-05
EV-02975,Electronic City,2W,1.7,2024-04-22
EV-02976,Electronic City,4W,61.2,2024-07-24
EV-02977,Electronic City,3W,5.3,2024-06-17
EV-02978,Electronic City,2W,3.0,2024-12-11
EV-02979,Electronic City,3W,6.4,2024-05-26
EV-02980,Electronic City,4W,60.9,2024-12-03
EV-02981,Electronic City,3W,7.0,2024-10-11
EV-02982,Electronic City,2W,2.1,2024-06-18
EV-02983,Electronic City,4W,35.0,2025-02-28
EV-02984,Electronic City,4W,40.9,2024-03-11
EV-02985,Electronic City,4W,51.2,2024-07-04
EV-02986,Electronic City,2W,3.6,2024-10-24
EV-02987,Electronic City,2W,2.6,2024-12-26
EV-02988,Electronic City,4W,41.7,2024-07-28
EV-02989,Electronic City,3W,7.1,2025-01-28
EV-02990,Electronic City,2W,2.5,2025-02-25
EV-02991,Electronic City,2W,3.0,2025-02-25
EV-02992,Electronic City,4W,49.2,2024-06-05
EV-02993,Electronic City,2W,1.8,2024-10-29
EV-02994,Electronic City,2W,3.6,2025-04-19
EV-02995,Electronic City,2W,3.3,2024-10-09
EV-02996,Electronic City,3W,7.2,2023-12-18
EV-02997,Electronic City,4W,47.0,2025-03-10
EV-02998,Yelahanka,4W,61.3,2024-10-17
EV-02999,Yelahanka,4W,37.1,2024-08-03
EV-03000,Yelahanka,2W,2.8,2025-04-10
EV-03001,Yelahanka,4W,43.1,2024-11-16
EV-03002,Yelahanka,4W,46.4,2025-01-09
EV-03003,Yelahanka,2W,3.1,2024-06-28
EV-03004,Yelahanka,3W,7.9,2025-01-04
EV-03005,Yelahanka,2W,2.8,2025-01-09
EV-03006,Yelahanka,4W,39.1,2025-01-19
EV-03007,Yelahanka,3W,8.0,2024-04-08
EV-03008,Yelahanka,4W,52.1,2024-12-27
EV-03009,Yelahanka,4W,71.9,2024-03-17
EV-03010,Yelahanka,4W,53.0,2023-12-20
EV-03011,Yelahanka,4W,60.5,2025-01-29
EV-03012,Yelahanka,2W,1.9,2025-05-17
EV-03013,Yelahanka,4W,55.6,2024-09-07
EV-03014,Yelahanka,2W,1.7,2025-02-24
EV-03015,Yelahanka,2W,3.5,2024-09-22
EV-03016,Yelahanka,4W,62.7,2023-11-01
EV-03017,Yelahanka,4W,33.7,2024-08-20
EV-03018,Yelahanka,2W,2.4,2025-01-10
EV-03019,Yelahanka,4W,37.8,2024-12-19
EV-03020,Yelahanka,3W,9.3,2025-01-14
EV-03021,Yelahanka,2W,3.1,2024-12-18
EV-03022,Yelahanka,2W,1.7,2024-08-17
EV-03023,Yelahanka,4W,65.3,2025-02-06
EV-03024,Yelahanka,2W,3.6,2025-01-22
EV-03025,Yelahanka,2W,2.4,2024-05-08
EV-03026,Yelahanka,4W,41.8,2024-03-15
EV-03027,Yelahanka,4W,41.1,2024-08-10
EV-03028,Yelahanka,2W,2.9,2023-07-14
EV-03029,Yelahanka,3W,7.3,2024-07-22
EV-03030,Yelahanka,2W,4.0,2024-09-10
EV-03031,Yelahanka,3W,6.0,2024-08-16
EV-03032,Yelahanka,4W,42.3,2024-06-25
EV-03033,Yelahanka,3W,9.3,2024-09-04
EV-03034,Yelahanka,2W,2.6,2024-12-24
EV-03035,Yelahanka,2W,3.7,2024-03-04
EV-03036,Yelahanka,3W,8.8,2024-07-23
EV-03037,Yelahanka,2W,2.3,2025-02-25
EV-03038,Yelahanka,2W,3.2,2024-02-18
EV-03039,Yelahanka,4W,40.4,2024-12-02
EV-03040,Yelahanka,2W,3.7,2025-04-04
EV-03041,Yelahanka,2W,3.2,2025-05-16
EV-03042,Yelahanka,2W,1.8,2024-12-07
EV-03043,Yelahanka,2W,3.5,2025-04-04
EV-03044,Yelahanka,2W,3.4,2025-03-18
EV-03045,Yelahanka,2W,2.0,2024-06-18
EV-03046,Yelahanka,3W,7.1,2024-11-21
EV-03047,Yelahanka,2W,2.9,2024-08-27
EV-03048,Yelahanka,2W,3.1,2023-09-11
EV-03049,Yelahanka,3W,8.5,2025-01-10
EV-03050,Yelahanka,4W,48.6,2025-01-22
EV-03051,Yelahanka,2W,2.8,2024-11-23
EV-03052,Yelahanka,3W,7.1,2023-11-19
EV-03053,Yelahanka,2W,3.7,2025-01-10
EV-03054,Yelahanka,4W,52.5,2024-07-10
EV-03055,Yelahanka,3W,5.4,2024-04-19
EV-03056,Yelahanka,3W,8.0,2024-08-22
EV-03057,Yelahanka,4W,44.0,2024-07-29
EV-03058,Yelahanka,2W,2.1,2024-03-29
EV-03059,Yelahanka,2W,2.7,2024-08-24
EV-03060,Yelahanka,2W,2.7,2024-05-08
EV-03061,Yelahanka,2W,2.6,2025-01-30
EV-03062,Yelahanka,4W,60.4,2024-11-17
EV-03063,Yelahanka,4W,50.5,2024-11-16
EV-03064,Yelahanka,2W,2.3,2024-12-03
EV-03065,Yelahanka,4W,52.4,2024-06-06
EV-03066,Yelahanka,2W,1.6,2025-03-01
EV-03067,Yelahanka,4W,54.0,2024-04-20
EV-03068,Yelahanka,2W,3.7,2025-01-30
EV-03069,Yelahanka,2W,2.1,2024-02-29
EV-03070,Yelahanka,2W,3.4,2025-03-20
EV-03071,Yelahanka,4W,59.3,2024-12-18
EV-03072,Yelahanka,2W,3.6,2024-08-26
EV-03073,Yelahanka,4W,72.2,2024-01-12
EV-03074,Yelahanka,2W,3.5,2024-06-17
EV-03075,Yelahanka,2W,2.6,2024-06-14
EV-03076,Yelahanka,4W,53.5,2025-04-29
EV-03077,Yelahanka,2W,3.6,2025-02-16
EV-03078,Yelahanka,4W,31.2,2024-08-20
EV-03079,Yelahanka,2W,3.7,2024-12-18
EV-03080,Yelahanka,4W,66.6,2024-06-19
EV-03081,Yelahanka,4W,54.3,2025-01-25
EV-03082,Yelahanka,4W,62.3,2025-02-07
EV-03083,Yelahanka,2W,2.1,2024-09-29
EV-03084,Yelahanka,4W,52.5,2024-05-29
EV-03085,Yelahanka,2W,3.4,2024-07-16
EV-03086,Yelahanka,4W,46.1,2025-02-14
EV-03087,Yelahanka,3W,9.8,2025-01-02
EV-03088,Yelahanka,2W,1.8,2024-11-22
EV-03089,Yelahanka,2W,3.0,2024-04-07
EV-03090,Yelahanka,4W,43.7,2024-07-01
EV-03091,Yelahanka,2W,2.4,2024-08-16
EV-03092,Yelahanka,2W,2.9,2024-06-12
EV-03093,Yelahanka,3W,6.5,2024-10-30
EV-03094,Yelahanka,4W,55.9,2024-06-01
EV-03095,Yelahanka,2W,2.5,2024-11-09
EV-03096,Yelahanka,4W,61.9,2025-01-25
EV-03097,Yelahanka,4W,48.8,2024-03-29
EV-03098,Yelahanka,4W,39.4,2025-01-04
EV-03099,Yelahanka,3W,7.7,2024-11-27
EV-03100,Yelahanka,2W,1.5,2024-12-24
EV-03101,Yelahanka,4W,57.4,2024-04-27
EV-03102,Yelahanka,2W,2.2,2024-01-22
EV-03103,Yelahanka,2W,1.9,2024-06-24
EV-03104,Yelahanka,4W,60.4,2024-08-11
EV-03105,Yelahanka,2W,2.6,2025-02-20
EV-03106,Yelahanka,4W,35.3,2024-07-08
EV-03107,Yelahanka,2W,1.8,2024-03-19
EV-03108,Yelahanka,2W,2.4,2024-12-30
EV-03109,Yelahanka,2W,3.4,2025-02-08
EV-03110,Yelahanka,2W,3.0,2024-11-21
EV-03111,Yelahanka,2W,2.7,2024-08-09
EV-03112,Yelahanka,4W,38.3,2024-11-10
EV-03113,Yelahanka,4W,59.3,2025-04-25
EV-03114,Yelahanka,4W,52.4,2024-03-14
EV-03115,Yelahanka,4W,35.6,2024-12-02
EV-03116,Yelahanka,2W,2.0,2023-11-19
EV-03117,Yelahanka,2W,3.4,2024-12-31
EV-03118,Yelahanka,3W,8.9,2025-04-10
EV-03119,Yelahanka,2W,3.4,2023-12-05
EV-03120,Yelahanka,2W,1.6,2024-04-25
EV-03121,Yelahanka,4W,45.3,2025-02-02
EV-03122,Yelahanka,2W,3.0,2024-11-05
EV-03123,Yelahanka,3W,8.6,2025-01-19
EV-03124,Yelahanka,3W,9.4,2024-12-04
EV-03125,Yelahanka,3W,9.3,2024-01-17
EV-03126,Yelahanka,2W,2.7,2025-01-23
EV-03127,Yelahanka,2W,3.3,2024-10-30
EV-03128,Yelahanka,4W,58.4,2025-01-21
EV-03129,Yelahanka,2W,2.7,2024-05-26
EV-03130,Yelahanka,2W,1.6,2024-10-13
EV-03131,Yelahanka,2W,2.5,2024-11-04
EV-03132,Yelahanka,2W,2.4,2024-07-04
EV-03133,Yelahanka,2W,3.2,2024-07-17
EV-03134,Yelahanka,4W,66.5,2024-06-29
EV-03135,Yelahanka,4W,54.2,2024-10-23
EV-03136,Yelahanka,4W,50.7,2025-04-21
EV-03137,Yelahanka,3W,6.4,2024-11-15
EV-03138,Yelahanka,2W,1.6,2024-08-29
EV-03139,Yelahanka,2W,2.8,2025-04-29
EV-03140,Yelahanka,2W,3.9,2025-03-26
EV-03141,Yelahanka,4W,58.2,2025-01-09
EV-03142,Yelahanka,4W,74.2,2025-02-04
EV-03143,Yelahanka,3W,6.3,2023-08-05
EV-03144,Yelahanka,2W,2.5,2025-01-19
EV-03145,Yelahanka,4W,39.4,2025-02-21
EV-03146,Yelahanka,4W,52.7,2025-05-07
EV-03147,Yelahanka,3W,5.2,2024-12-10
EV-03148,Yelahanka,4W,73.1,2025-01-04
EV-03149,Yelahanka,4W,55.2,2024-02-23
EV-03150,Yelahanka,3W,9.6,2024-11-24
EV-03151,Yelahanka,3W,8.8,2025-02-05
EV-03152,Yelahanka,4W,36.2,2025-02-10
EV-03153,Yelahanka,2W,2.6,2024-09-13
EV-03154,Yelahanka,2W,3.4,2025-02-04
EV-03155,Yelahanka,2W,3.7,2025-04-19
EV-03156,Yelahanka,4W,46.5,2024-10-20
EV-03157,Yelahanka,2W,2.2,2025-03-15
EV-03158,Yelahanka,3W,9.1,2023-07-21
EV-03159,Yelahanka,2W,3.2,2025-04-18
EV-03160,Yelahanka,4W,32.4,2024-12-19
EV-03161,Yelahanka,4W,42.7,2024-12-08
EV-03162,Yelahanka,2W,2.5,2024-12-21
EV-03163,Yelahanka,2W,3.7,2025-01-24
EV-03164,Yelahanka,2W,3.0,2024-12-23
EV-03165,Yelahanka,4W,61.0,2024-06-21
EV-03166,Yelahanka,2W,1.7,2024-12-18
EV-03167,Yelahanka,2W,3.0,2024-12-03
EV-03168,Yelahanka,2W,3.1,2025-01-14
EV-03169,Yelahanka,4W,38.8,2025-01-06
EV-03170,Yelahanka,2W,3.8,2024-11-29
EV-03171,Yelahanka,2W,2.8,2024-12-03
EV-03172,Yelahanka,4W,72.1,2024-10-20
EV-03173,Yelahanka,4W,74.7,2023-12-07
EV-03174,Yelahanka,3W,6.1,2024-10-18
EV-03175,Yelahanka,4W,69.9,2024-12-05
EV-03176,Yelahanka,4W,56.3,2024-06-29
EV-03177,Yelahanka,2W,1.9,2024-07-16
EV-03178,Yelahanka,4W,60.0,2025-03-07
EV-03179,Yelahanka,2W,2.2,2024-11-02
EV-03180,Yelahanka,4W,72.5,2024-12-11
EV-03181,Yelahanka,4W,52.8,2024-12-15
EV-03182,Yelahanka,4W,52.7,2024-08-06
EV-03183,Yelahanka,2W,3.7,2024-12-19
EV-03184,Yelahanka,2W,3.4,2024-12-12
EV-03185,Yelahanka,4W,31.5,2025-02-20
EV-03186,Yelahanka,3W,7.1,2025-01-22
EV-03187,Yelahanka,2W,2.9,2025-04-12
EV-03188,Yelahanka,2W,2.3,2024-07-02
EV-03189,Yelahanka,2W,3.3,2025-03-31
EV-03190,Yelahanka,2W,3.0,2024-02-18
EV-03191,Yelahanka,2W,1.5,2024-12-14
EV-03192,Yelahanka,4W,40.9,2024-08-19
EV-03193,Yelahanka,4W,73.1,2024-02-17
EV-03194,Yelahanka,3W,7.9,2024-09-20
EV-03195,Yelahanka,2W,2.6,2024-05-09
EV-03196,Yelahanka,3W,8.2,2025-04-14
EV-03197,Yelahanka,2W,1.6,2025-04-16
EV-03198,Yelahanka,2W,3.8,2025-03-18
EV-03199,Yelahanka,2W,4.0,2025-02-18
EV-03200,Yelahanka,2W,2.0,2025-03-09
EV-03201,Yelahanka,2W,2.5,2024-12-14
EV-03202,Yelahanka,3W,9.6,2023-11-17
EV-03203,Yelahanka,2W,2.6,2024-11-14
EV-03204,Yelahanka,2W,2.8,2025-03-29
EV-03205,Yelahanka,4W,39.5,2025-01-06
EV-03206,Yelahanka,2W,3.9,2025-01-29
EV-03207,Yelahanka,4W,47.7,2025-03-05
EV-03208,Yelahanka,4W,40.1,2024-10-28
EV-03209,Yelahanka,2W,1.7,2025-01-18
EV-03210,Yelahanka,3W,6.1,2024-11-23
EV-03211,Yelahanka,2W,1.9,2024-09-14
EV-03212,Yelahanka,2W,3.6,2024-10-06
EV-03213,Yelahanka,3W,5.1,2024-08-03
EV-03214,Yelahanka,3W,7.8,2025-01-14
EV-03215,Yelahanka,4W,33.9,2024-09-07
EV-03216,Yelahanka,2W,1.7,2024-08-15
EV-03217,Yelahanka,2W,3.0,2024-08-05
EV-03218,Yelahanka,4W,74.3,2024-02-24
EV-03219,Yelahanka,2W,3.9,2025-02-09
EV-03220,Yelahanka,2W,1.7,2024-08-22
EV-03221,Yelahanka,4W,30.5,2024-09-19
EV-03222,Yelahanka,2W,2.4,2024-07-15
EV-03223,Yelahanka,2W,1.9,2024-06-13
EV-03224,Yelahanka,2W,2.2,2024-08-18
EV-03225,Yelahanka,4W,69.5,2023-12-19
EV-03226,Yelahanka,4W,54.2,2025-03-15
EV-03227,Yelahanka,4W,31.2,2024-04-21
EV-03228,Yelahanka,2W,3.3,2024-06-20
EV-03229,Yelahanka,4W,47.8,2024-10-12
EV-03230,Yelahanka,2W,2.0,2025-02-08
EV-03231,Yelahanka,2W,2.5,2024-04-15
EV-03232,Yelahanka,2W,3.5,2024-06-08
EV-03233,Yelahanka,4W,63.9,2024-11-26
EV-03234,Yelahanka,2W,2.3,2024-08-21
EV-03235,Yelahanka,4W,70.6,2024-06-13
EV-03236,Yelahanka,2W,3.2,2024-01-15
EV-03237,Yelahanka,2W,2.8,2024-04-03
EV-03238,Yelahanka,2W,3.1,2024-12-07
EV-03239,Yelahanka,4W,39.5,2024-12-03
EV-03240,Yelahanka,2W,3.7,2025-05-02
EV-03241,Yelahanka,3W,6.7,2024-04-22
EV-03242,Yelahanka,3W,9.2,2024-04-13
EV-03243,Yelahanka,4W,71.5,2024-05-25
EV-03244,Yelahanka,3W,6.9,2025-03-29
EV-03245,Yelahanka,4W,67.7,2024-12-05
EV-03246,Yelahanka,4W,62.5,2024-03-23
EV-03247,Yelahanka,2W,3.9,2024-10-07
EV-03248,Yelahanka,4W,44.6,2024-08-28
EV-03249,Yelahanka,2W,4.0,2024-06-15
EV-03250,Yelahanka,3W,8.0,2024-06-18
EV-03251,Yelahanka,3W,7.1,2025-05-05
EV-03252,Yelahanka,3W,9.0,2025-01-04
EV-03253,Yelahanka,4W,53.3,2024-09-20
EV-03254,Yelahanka,4W,34.7,2024-07-09
EV-03255,Yelahanka,4W,62.4,2025-02-19
EV-03256,Yelahanka,4W,30.8,2024-02-04
EV-03257,Yelahanka,2W,3.1,2024-04-19
EV-03258,Yelahanka,2W,1.6,2023-06-25
EV-03259,Yelahanka,4W,70.3,2024-09-29
EV-03260,Yelahanka,2W,3.2,2024-11-24
EV-03261,Yelahanka,4W,38.1,2024-02-26
EV-03262,Yelahanka,2W,3.6,2024-12-22
EV-03263,Yelahanka,2W,1.6,2024-05-28
EV-03264,Yelahanka,3W,6.0,2025-02-10
EV-03265,Yelahanka,2W,3.0,2024-07-20
EV-03266,Yelahanka,4W,35.0,2024-10-14
EV-03267,Yelahanka,4W,62.7,2024-12-04
EV-03268,Yelahanka,4W,55.2,2024-01-26
EV-03269,Yelahanka,2W,1.8,2024-07-10
EV-03270,Yelahanka,2W,2.6,2024-06-26
EV-03271,Yelahanka,2W,2.7,2025-01-16
EV-03272,Yelahanka,4W,51.2,2024-07-01
EV-03273,Yelahanka,4W,38.3,2024-12-24
EV-03274,Yelahanka,2W,3.0,2024-07-29
EV-03275,Yelahanka,4W,68.3,2024-12-07
EV-03276,Yelahanka,3W,9.1,2024-09-27
EV-03277,Yelahanka,2W,3.7,2025-02-17
EV-03278,Yelahanka,2W,2.7,2024-11-30
EV-03279,Yelahanka,4W,69.1,2024-06-21
EV-03280,Yelahanka,4W,34.7,2024-11-04
